,raw_text_src,raw_text,stance_label,spacy_processed_text,spacy_processed_text_src,avg_lev_dist
666,Atheism,"We are what we are. Nothing more, nothing less. #spirituality #SemST",2,"We are what we are . [EOS]
Nothing more , nothing less . [EOS]
# spirituality # SemST [EOS]",Atheism [EOS],93.075
667,Feminist Movement,Having fabulous feminist conversations with Naoise Wheelan. #SemST,2,"Having fabulous feminist conversations with Naoise Wheelan . [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.0875
668,Feminist Movement,A vote by a woman is a wasted vote @femfreq @feministculture #SemST,2,A vote by a woman is a wasted vote $MENTION$ $MENTION$ # SemST [EOS],Feminist Movement [EOS],93.0875
669,Legalization of Abortion,@nice_euna As much as they try the notion of ts the 21st century its killing a lot..... #SemST,2,"$MENTION$ As much as they try the notion of ts the 21st century its killing a lot ..... [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],93.125
670,Hillary Clinton,#Hillary is as transparent as a brick wall #LibertyNotHillary #SemST,2,# Hillary is as transparent as a brick wall # LibertyNotHillary # SemST [EOS],Hillary Clinton [EOS],93.1625
671,Feminist Movement,We live in a sad world when wanting equality makes you a troll... #SemST,2,"We live in a sad world when wanting equality makes you a troll ... [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.175
672,Feminist Movement,2015 is the year of the uterus #sheBELIEVES #WWC2015 #SemST,2,2015 is the year of the uterus # sheBELIEVES # WWC2015 # SemST [EOS],Feminist Movement [EOS],93.175
673,Donald Trump,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ People who think like Geraldo are dangerous for America . [EOS]
# SemST [EOS]",Donald Trump [EOS],93.1875
674,Donald Trump,"I have one friend, he said he has more accountants than he has nurses. #SemST",2,"I have one friend , he said he has more accountants than he has nurses . [EOS]
# SemST [EOS]",Donald Trump [EOS],93.225
675,Legalization of Abortion,Please join us as we pray to end the global holocaust of abortion! #SemST,2,"Please join us as we pray to end the global holocaust of abortion ! [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],93.2625
676,Atheism,"God is good all the time, all the time God is good #unconditionallove #SemST",2,"God is good all the time , all the time God is good # unconditionallove # SemST [EOS]",Atheism [EOS],93.2625
677,Atheism,"I don't have to have faith, I have experience. ~Joseph Campbell #SemST",2,"I do not have to have faith , I have experience . [EOS]
~Joseph Campbell # SemST [EOS]",Atheism [EOS],93.3125
678,Feminist Movement,If women didn't have tits would any of us even really care anymore? #SemST,2,"If women did not have tits would any of us even really care anymore ? [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.325
679,Donald Trump,@gerfingerpoken2 @tomgreen1959 Of course he did. Traitors conspire with #traitors #ImpeachObama #SemST,2,"$MENTION$ $MENTION$ Of course he did . [EOS]
Traitors conspire with # traitors # ImpeachObama # SemST [EOS]",Donald Trump [EOS],93.325
680,Legalization of Abortion,@codeinediva Like i said you are weak. We are strong!   #Christian  #WeWillOvercome #SemST,2,"$MENTION$ Like i said you are weak . [EOS]
We are strong ! [EOS]
# Christian # WeWillOvercome # SemST [EOS]",Legalization of Abortion [EOS],93.325
681,Feminist Movement,Kristin Cashore is my writerly role model. Fire = dang. #SemST,2,"Kristin Cashore is my writerly role model . [EOS]
Fire = dang . [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.325
682,Atheism,@Slate 'stand up for freedom from religion' stop lying & brainwashing young children #SemST,2,$MENTION$ ' stand up for freedom from religion ' stop lying & brainwashing young children # SemST [EOS],Atheism [EOS],93.3375
683,Legalization of Abortion,"Hillary wants to be a champion for women, unless they're unborn.  #SemST",2,"Hillary wants to be a champion for women , unless they 're unborn . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],93.4375
684,Legalization of Abortion,if it wasn't for harry all my favorite characters would still be alive #SemST,2,if it was not for harry all my favorite characters would still be alive # SemST [EOS],Legalization of Abortion [EOS],93.475
685,Legalization of Abortion,"If men could get pregnant, abortion clinics would be like Starbucks #SemST",2,"If men could get pregnant , abortion clinics would be like Starbucks # SemST [EOS]",Legalization of Abortion [EOS],93.475
686,Feminist Movement,@james_WTF don't be saying these inconvenient truths. It might hurt the narrative. #SemST,2,"$MENTION$ do not be saying these inconvenient truths . [EOS]
It might hurt the narrative . [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.5125
687,Feminist Movement,@JohnStamos i believe that all consensual heterosexual sex is rape #YesAllWomen #youoksis #SemST,2,$MENTION$ i believe that all consensual heterosexual sex is rape # YesAllWomen # youoksis # SemST [EOS],Feminist Movement [EOS],93.5375
688,Atheism,Praise and thank God for everything in your life today. #grateful #SemST,2,"Praise and thank God for everything in your life today . [EOS]
# grateful # SemST [EOS]",Atheism [EOS],93.5375
689,Donald Trump,@realDonaldTrump let the haters run away. You can now see who  you're true supporters are. #SemST,2,"$MENTION$ let the haters run away . [EOS]
You can now see who you 're true supporters are . [EOS]
# SemST [EOS]",Donald Trump [EOS],93.5375
690,Legalization of Abortion,"Jesus loves the children of the world, the born and the unborn.Youth #SemST",2,"Jesus loves the children of the world , the born and the unborn . [EOS]
Youth # SemST [EOS]",Legalization of Abortion [EOS],93.55
691,Hillary Clinton,Is Donald Trump a mole for the Democratic Party? LMAO!  #SemST,2,"Is Donald Trump a mole for the Democratic Party ? [EOS]
LMAO ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.5625
692,Legalization of Abortion,It's time to end the #deathpenalty in the United States. #wholelife #SemST,2,"It 's time to end the # deathpenalty in the United States . [EOS]
# wholelife # SemST [EOS]",Legalization of Abortion [EOS],93.575
693,Hillary Clinton,@rhhhhh380 What we need to do is support all Republicans and criticize the opposition. #SemST,2,"$MENTION$ What we need to do is support all Republicans and criticize the opposition . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.575
694,Legalization of Abortion,I just unfollowed someone because they tweeted about being pro-life #SemST,2,I just unfollowed someone because they tweeted about being pro - life # SemST [EOS],Legalization of Abortion [EOS],93.5875
695,Atheism,Intolerance betrays want of faith in one's cause. ~Mahatma Gandhi #SemST,2,"Intolerance betrays want of faith in one 's cause . [EOS]
~Mahatma Gandhi # SemST [EOS]",Atheism [EOS],93.5875
696,Hillary Clinton,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife #SemST,2,I think I am going to vote for Monica Lewinsky 's Ex- boyfriends Wife # SemST [EOS],Hillary Clinton [EOS],93.6
697,Feminist Movement,@LadisonMandi @_ursula1 the women did something the men couldn't. #hilaryclinton #yogapants #SemST,2,"$MENTION$ $MENTION$ the women did something the men could not . [EOS]
# hilaryclinton # yogapants # SemST [EOS]",Feminist Movement [EOS],93.6125
698,Legalization of Abortion,"If you don't want your kid, put it up for adoption. #sorrynotsorry #SemST",2,"If you do not want your kid , put it up for adoption . [EOS]
# sorrynotsorry # SemST [EOS]",Legalization of Abortion [EOS],93.65
699,Legalization of Abortion,"Lord Jesus, have mercy on us  #socialmedia #technology #catholic #SemST",2,"Lord Jesus , have mercy on us # socialmedia # technology # catholic # SemST [EOS]",Legalization of Abortion [EOS],93.65
700,Legalization of Abortion,"A person's a person, no matter how small. - Dr. Suess #WAAR #SemST",2,"A person 's a person , no matter how small . - [EOS]
Dr. Suess # WAAR # SemST [EOS]",Legalization of Abortion [EOS],93.6625
701,Feminist Movement,"#babycletus: ""I hate boy doctors. I love girl doctors."" #SemST",2,"# babycletus : "" I hate boy doctors . [EOS]
I love girl doctors . "" [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.6625
702,Legalization of Abortion,@WBCBowie NY pastors need to call their State Senators and stop this barbaric bill!istorture #SemST,2,$MENTION$ NY pastors need to call their State Senators and stop this barbaric bill!istorture # SemST [EOS],Legalization of Abortion [EOS],93.675
703,Atheism,"#Life Is The Question, #Islam Is The Answe #islam #allah #quran #SemST",2,"# Life Is The Question , # Islam Is The Answe # islam # allah # quran # SemST [EOS]",Atheism [EOS],93.6875
704,Hillary Clinton,"In case of Emergency, Push THIS BUTTON to scrub server..... #SemST",2,"In case of Emergency , Push THIS BUTTON to scrub server ..... # SemST [EOS]",Hillary Clinton [EOS],93.7125
705,Atheism,"From the fear of being suspected, deliver me, Jesus. #Catholic #SemST",2,"From the fear of being suspected , deliver me , Jesus . [EOS]
# Catholic # SemST [EOS]",Atheism [EOS],93.7125
706,Legalization of Abortion,Just laid down the law on abortion in my bioethics class. #Catholic #SemST,2,"Just laid down the law on abortion in my bioethics class . [EOS]
# Catholic # SemST [EOS]",Legalization of Abortion [EOS],93.7125
707,Atheism,"His love shows me mercy, no matter the darkness that I've been in. #SemST",2,"His love shows me mercy , no matter the darkness that I 've been in . [EOS]
# SemST [EOS]",Atheism [EOS],93.7125
708,Legalization of Abortion,When is abortion a responsible choice? When a woman chooses it to be #SemST,2,"When is abortion a responsible choice ? [EOS]
When a woman chooses it to be # SemST [EOS]",Legalization of Abortion [EOS],93.725
709,Atheism,FAITH sees beyond the difficulties and counts on God.  -Colon Smith #SemST,2,"FAITH sees beyond the difficulties and counts on God . [EOS]
-Colon Smith # SemST [EOS]",Atheism [EOS],93.725
710,Legalization of Abortion,Just owned a woman who works for planned parenthood. #factsonly #SemST,2,"Just owned a woman who works for planned parenthood . [EOS]
# factsonly # SemST [EOS]",Legalization of Abortion [EOS],93.725
711,Donald Trump,@blackrepublican only if we stop allowing them 2 work & stop welfare they will self-deport #tcot #SemST,2,$MENTION$ only if we stop allowing them 2 work & stop welfare they will self - deport # tcot # SemST [EOS],Donald Trump [EOS],93.7375
712,Atheism,RT @br_holden: Atheists have every right to exist in the public sphere.   #freethinker #SemST,2,"RT $MENTION$ : Atheists have every right to exist in the public sphere . [EOS]
# freethinker # SemST [EOS]",Atheism [EOS],93.75
713,Feminist Movement,Selective listening a #character trait of convenience #feminists #SemST,2,Selective listening a # character trait of convenience # feminists # SemST [EOS],Feminist Movement [EOS],93.75
714,Feminist Movement,"I have always loooooved @rosemcgowan but even more now, #rebelwithacause #SemST",2,"I have always loooooved $MENTION$ but even more now , # rebelwithacause # SemST [EOS]",Feminist Movement [EOS],93.7625
715,Donald Trump,a clown who wants to be president #youcantdoit #MexicansAreChidos #SemST,2,a clown who wants to be president # youcantdoit # MexicansAreChidos # SemST [EOS],Donald Trump [EOS],93.7625
716,Hillary Clinton,@TX_1 @politicalmath Then you know how slippery snakes slither over shards of glass! #SemST,2,"$MENTION$ $MENTION$ [EOS]
Then you know how slippery snakes slither over shards of glass ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.7625
717,Donald Trump,NASCAR abandons Trump. Some good news to end my day with   #Trump #SemST,2,"NASCAR abandons Trump . [EOS]
Some good news to end my day with # Trump # SemST [EOS]",Donald Trump [EOS],93.775
718,Hillary Clinton,"From sea to shining sea, happy #IndependenceDay, America! #SemST",2,"From sea to shining sea , happy # IndependenceDay , America ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.775
719,Feminist Movement,A good woman does not come home today. So where do they all stay? #SemST,2,"A good woman does not come home today . [EOS]
So where do they all stay ? [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.775
720,Feminist Movement,Strip Clubs are aquariums for desperate fishermen.   #GamerGate #SemST,2,"Strip Clubs are aquariums for desperate fishermen . [EOS]
# GamerGate # SemST [EOS]",Feminist Movement [EOS],93.7875
721,Atheism,"I believe that ""sacred"" is an ap term to describe existence #celebrant #SemST",2,"I believe that "" sacred "" is an ap term to describe existence # celebrant # SemST [EOS]",Atheism [EOS],93.8
722,Atheism,"It's YOUR plan, I just gotta be #willing to work hard & Seek you! #SemST",2,"It 's YOUR plan , I just got ta be # willing to work hard & Seek you ! [EOS]
# SemST [EOS]",Atheism [EOS],93.8
723,Atheism,"@flipflops I can confirm. They also worship #Hitler, the atheist diety and inventor of #SemST",2,"$MENTION$ I can confirm . [EOS]
They also worship # Hitler , the atheist diety and inventor of # SemST [EOS]",Atheism [EOS],93.8125
724,Donald Trump,As an entrepreneur are you more or less likely to support Trump? #SemST,2,"As an entrepreneur are you more or less likely to support Trump ? [EOS]
# SemST [EOS]",Donald Trump [EOS],93.8375
725,Hillary Clinton,@commentiquette Hey shitdick can you crawl out of the bottle long enough to give us a new vid? #SemST,2,"$MENTION$ Hey shitdick can you crawl out of the bottle long enough to give us a new vid ? [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.8375
726,Legalization of Abortion,@micknugent What nonsense is this colleague of yours writing about?? #everylifematters #SemST,2,"$MENTION$ What nonsense is this colleague of yours writing about ? ? [EOS]
# everylifematters # SemST [EOS]",Legalization of Abortion [EOS],93.85
727,Donald Trump,"When Libs & RINOs attack someone, you know he's good for America. #SemST",2,"When Libs & RINOs attack someone , you know he 's good for America . [EOS]
# SemST [EOS]",Donald Trump [EOS],93.875
728,Atheism,I am the millisecond of a blink. Yet I matter. #spirituality #SemST,2,"I am the millisecond of a blink . [EOS]
Yet I matter . [EOS]
# spirituality # SemST [EOS]",Atheism [EOS],93.875
729,Hillary Clinton,As late as 2013 #HillaryClinton opposed marriage equality. #SemST,2,"As late as 2013 # HillaryClinton opposed marriage equality . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.8875
730,Feminist Movement,Look #guysforequality an interesting trend to follow. Men can help #SemST,2,"Look # guysforequality an interesting trend to follow . [EOS]
Men can help # SemST [EOS]",Feminist Movement [EOS],93.9
731,Donald Trump,"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST",2,"$MENTION$ is just saying what most are thinking , you have to give him credit # Trump4POTUS # SemST [EOS]",Donald Trump [EOS],93.9
732,Donald Trump,@BlissTabitha What to hell is going on! Really scary.. Nothing sacred anymore! #SemST,2,"$MENTION$ What to hell is going on ! [EOS]
Really scary .. [EOS]
Nothing sacred anymore ! [EOS]
# SemST [EOS]",Donald Trump [EOS],93.9
733,Feminist Movement,Why should woman stick together?  I don't like half of you cunts. #SemST,2,"Why should woman stick together ? [EOS]
I do not like half of you cunts . [EOS]
# SemST [EOS]",Feminist Movement [EOS],93.925
734,Feminist Movement,"I like coffee like I like my men, grounded up and hot water poured on them #SemST",2,"I like coffee like I like my men , grounded up and hot water poured on them # SemST [EOS]",Feminist Movement [EOS],93.925
735,Feminist Movement,@stevesmoses @brittsaeha MAYBE SHE CHANGED HA MAN SHE OWES NO MAN NOTHING #SemST,2,"$MENTION$ $MENTION$ [EOS]
MAYBE SHE CHANGED HA MAN SHE OWES NO MAN NOTHING # SemST [EOS]",Feminist Movement [EOS],93.95
736,Feminist Movement,The only thing that fails better than marriage is prayer.  #GamerGate #SemST,2,"The only thing that fails better than marriage is prayer . [EOS]
# GamerGate # SemST [EOS]",Feminist Movement [EOS],93.95
737,Donald Trump,Trump and his comb over are gonna take over America #IndependenceDay #SemST,2,Trump and his comb over are gon na take over America # IndependenceDay # SemST [EOS],Donald Trump [EOS],93.9625
